smile,canonical_ikey,name,source,source_id,status,reframedb_url
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,ZQSIJRDFPHDXIC,daidzein; daidzeol; Daidzein,MedChem Express,HY-N0019,plated and available for follow-up,https://reframedb.org//compound_data/ZQSIJRDFPHDXIC;qid=Q82871170
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,YEEZWCHGZNKEEK,zafirlukast; Accolate,Sigma-Aldrich,Z4152-10MG,plated and available for follow-up,https://reframedb.org//compound_data/YEEZWCHGZNKEEK;qid=Q928378
CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,BKJIXTWSNXCKJH,STA 4783,AKos Consulting and Solutions GmbH,AKOS005145783,plated and available for follow-up,https://reframedb.org//compound_data/BKJIXTWSNXCKJH;qid=Q5359460
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,SVYBEBLNQGDRHF,Sulfaethiodole,Vitas-M,STK099239,plated and available for follow-up,https://reframedb.org//compound_data/SVYBEBLNQGDRHF;qid=Q27185990
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ZCVMWBYGMWKGHF,Ketotifen fumarate; KetoNaph,Sigma-Aldrich,12837194,plated and available for follow-up,https://reframedb.org//compound_data/ZCVMWBYGMWKGHF;qid=Q2458673
CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,YJQZYXCXBBCEAQ,butopamine; ractopamine hydrochloride,Bosche Scientific,R2466,plated and available for follow-up,https://reframedb.org//compound_data/YJQZYXCXBBCEAQ;qid=Q722419
N=C(N)N/N=C/c1c(Cl)cccc1Cl,WDZVGELJXXEGPV,guanabenz acetate; Wytensin,Sigma-Aldrich,3567922747,plated and available for follow-up,https://reframedb.org//compound_data/WDZVGELJXXEGPV;qid=Q5613542
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,KGPGFQWBCSZGEL,GSK-690693; compound 3g [PMID 18800763],MedChem Express,HY-10249,plated and available for follow-up,https://reframedb.org//compound_data/KGPGFQWBCSZGEL;qid=Q27163256
C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,WYZWZEOGROVVHK,Radicicol,Apollo Scientific,BIR0140,plated and available for follow-up,https://reframedb.org//compound_data/WYZWZEOGROVVHK;qid=Q7280510
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,RTXOFQZKPXMALH,Omnicef; Cefzon,"Ark Pharm, Inc",AK162391,plated and available for follow-up,https://reframedb.org//compound_data/RTXOFQZKPXMALH;qid=Q27263344
CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,MSPRUJDUTKRMLM,Caroverine; Spasmium; Tinnex,Target Molecule Corp.,T9133,plated and available for follow-up,https://reframedb.org//compound_data/MSPRUJDUTKRMLM;qid=Q5045575
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,MQOBSOSZFYZQOK,HEXA; Trilipix,TSRI synthesis,Jin Quan :Project 1,plated and available for follow-up,https://reframedb.org//compound_data/MQOBSOSZFYZQOK;qid=Q72478156
CON,GMPKIPWJBDOURN,methoxyamine; methoxyamine hydrochloride,MedKoo Biosciences,205650,plated and available for follow-up,https://reframedb.org//compound_data/GMPKIPWJBDOURN;qid=Q18344129
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,VWXRQYYUEIYXCZ,dTVT; atosiban,Sigma-Aldrich,MFCD00672436,plated and available for follow-up,https://reframedb.org//compound_data/VWXRQYYUEIYXCZ;qid=Q421322
O=C(O)[C@@H](S)[C@@H](S)C(=O)O,ACTRVOBWPAIOHC,succimer; DMSA,Sigma-Aldrich,D7881,plated and available for follow-up,https://reframedb.org//compound_data/ACTRVOBWPAIOHC;qid=Q81978333
Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB,Sulfanilamide; AVC,Oxchem,AX8152170,plated and available for follow-up,https://reframedb.org//compound_data/FDDDEECHVMSUSB;qid=Q82695565
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL,stavudine; DTH,Pharmeks LTD.,PHAR087649,plated and available for follow-up,https://reframedb.org//compound_data/XNKLLVCARDGLGL;qid=Q72465205
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL,pazopanib; Armala,MedChem Express,HY-12009,plated and available for follow-up,https://reframedb.org//compound_data/CUIHSIWYWATEQL;qid=Q7157043
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,YPELFRMCRYSPKZ,Fluxopride; mosapride,AK Scientific,I052,plated and available for follow-up,https://reframedb.org//compound_data/YPELFRMCRYSPKZ;qid=Q82853680
CCCCCC/C=C/C=C\CCCCCCCC(=O)O,JBYXPOFIGCOSSB,"Clarinol; c9,t11-CLA; Bovinic acid",MedChem Express,HY-113162,plated and available for follow-up,https://reframedb.org//compound_data/JBYXPOFIGCOSSB;qid=Q284757
CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF,Acelio; acetaminophen,Sigma-Aldrich,A7085,plated and available for follow-up,https://reframedb.org//compound_data/RZVAJINKPMORJF;qid=Q82870836
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,CBEQULMOCCWAQT,triprolidine hydrochloride; Actidil,Sigma-Aldrich,T6764,plated and available for follow-up,https://reframedb.org//compound_data/CBEQULMOCCWAQT;qid=Q417654
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK,Auripro; Ciprofloxacin,TCI America,C2227,plated and available for follow-up,https://reframedb.org//compound_data/MYSWGUAQZAJSOK;qid=Q82871118
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,HBUBKKRHXORPQB,fludarabine; FaraA,Enamine,207682234,plated and available for follow-up,https://reframedb.org//compound_data/HBUBKKRHXORPQB;qid=Q82003761
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,RIQIJXOWVAHQES,tocoretinate; TT,Chempartner,SP-0018037-014,plated and available for follow-up,https://reframedb.org//compound_data/RIQIJXOWVAHQES;qid=Q22131676
COc1ccc(Cl)cc1/N=N/c1ncc[nH]1,IXQGZPLNCYHNKT,M-6434,Chempartner,SP-16094-012,plated and available for follow-up,https://reframedb.org//compound_data/IXQGZPLNCYHNKT;qid=nan
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,IFRGXKKQHBVPCQ,onalespib; onalespib lactate,Selleck Chemicals,S1163,plated and available for follow-up,https://reframedb.org//compound_data/IFRGXKKQHBVPCQ;qid=Q27287092
CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,VXBAJLGYBMTJCY,zotiraciclib; zotiraciclib citrate,Advanced ChemBlocks Inc,10376,plated and available for follow-up,https://reframedb.org//compound_data/VXBAJLGYBMTJCY;qid=Q82479936
Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,VNIWZCGZPBJWBI,BMS-707035,Target Molecule Corp.,T6420,plated and available for follow-up,https://reframedb.org//compound_data/VNIWZCGZPBJWBI;qid=Q27268692
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,MFWNKCLOYSRHCJ,granisetron hydrochloride; TRG,Sigma-Aldrich,G3796,plated and available for follow-up,https://reframedb.org//compound_data/MFWNKCLOYSRHCJ;qid=Q76295197
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],WOCXQMCIOTUMJV,Tretazicar; CB-1954,Sigma-Aldrich,C2235-50MG,plated and available for follow-up,https://reframedb.org//compound_data/WOCXQMCIOTUMJV;qid=Q27095075
C=CCN1CCc2nc(N)sc2CC1,DHSSDEDRBUKTQY,talipexole; Domin,Sigma-Aldrich,MFCD00274573,plated and available for follow-up,https://reframedb.org//compound_data/DHSSDEDRBUKTQY;qid=Q7679540
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MBGGBVCUIVRRBF,Sulfinpyrazone; Anturan,Sigma-Aldrich,MFCD00057279,plated and available for follow-up,https://reframedb.org//compound_data/MBGGBVCUIVRRBF;qid=Q3790542
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)([O-])OCC[N+](C)(C)C,JLVSPVFPBBFMBE,SPC; sphingosylphosphorylcholine,Merck Chemicals,567735,plated and available for follow-up,https://reframedb.org//compound_data/JLVSPVFPBBFMBE;qid=Q72471084
CN1CCc2cccc(Cl)c2CC1,RSRUDTPYRBLHEO,SK&F-86466; BENALFOCIN,Tocris,3866,plated and available for follow-up,https://reframedb.org//compound_data/RSRUDTPYRBLHEO;qid=Q27108203
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,ZTVIKZXZYLEVOL,Bufopto; Homatrisol,TCI America,H0155,plated and available for follow-up,https://reframedb.org//compound_data/ZTVIKZXZYLEVOL;qid=Q81977833
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,ZFVRYNYOPQZKDG,LSJ-2; SNX-2112,Selleck Chemicals,S2639,plated and available for follow-up,https://reframedb.org//compound_data/ZFVRYNYOPQZKDG;qid=Q27461098
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,SMANXXCATUTDDT,Flugeral; flunarizine hydrochloride,Sigma-Aldrich,3563501176,plated and available for follow-up,https://reframedb.org//compound_data/SMANXXCATUTDDT;qid=Q82601999
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR,Femara; letrozole,Life Chemicals,F2173-0288,plated and available for follow-up,https://reframedb.org//compound_data/HPJKCIUCZWXJDR;qid=Q194974
CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH,Butix; Benadryl,Sigma-Aldrich,D3630,plated and available for follow-up,https://reframedb.org//compound_data/ZZVUWRFHKOJYTH;qid=Q413486
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,CZQHHVNHHHRRDU,LY 294002,Sigma-Aldrich,L9908,plated and available for follow-up,https://reframedb.org//compound_data/CZQHHVNHHHRRDU;qid=Q4042503
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IAVUPMFITXYVAF,dorzolamide hydrochloride; Trusopt,AvaChem Scientific,2440B,plated and available for follow-up,https://reframedb.org//compound_data/IAVUPMFITXYVAF;qid=Q72490574
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,WVLAAKXASPCBGT,reproterol; Bronchodil,Toronto Research Chemicals,R144650,plated and available for follow-up,https://reframedb.org//compound_data/WVLAAKXASPCBGT;qid=Q1292703
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VOCBWIIFXDYGNZ,QS T; testosterone enanthate,AN PharmaTech Co Ltd,AN-44241,plated and available for follow-up,https://reframedb.org//compound_data/VOCBWIIFXDYGNZ;qid=Q27259000
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO,Jadelle; Jaydess; Levonorgestrel; Norgestrel,MedChem Express,HY-N7137,plated and available for follow-up,https://reframedb.org//compound_data/WWYNJERNGUHSAO;qid=Q83006363
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,HYFHYPWGAURHIV,homoharringtonine; HHT,Tocris,1416/10,plated and available for follow-up,https://reframedb.org//compound_data/HYFHYPWGAURHIV;qid=Q7089373
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP,troglitazone; Thioglitazone,AKos Consulting and Solutions GmbH,AKOS000281116,plated and available for follow-up,https://reframedb.org//compound_data/GXPHKUHSUJUWKP;qid=Q7844989
CN1CCC2(CCN3CCc4c(oc5ccccc45)C3C2)N(C)C1=O,JRDUBBHIPPPSLP,MK-912; L-657743,Sigma-Aldrich,M7065,plated and available for follow-up,https://reframedb.org//compound_data/JRDUBBHIPPPSLP;qid=Q27291261
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,LORDFXWUHHSAQU,Trimebutine; Cerekinon,Sigma-Aldrich,MFCD00133873,plated and available for follow-up,https://reframedb.org//compound_data/LORDFXWUHHSAQU;qid=Q82599080
COc1ccc(CCNc2nc(N3CCc4cc(OC)c(OC)cc4C3)c3cc(OC)c(OC)cc3n2)cc1OC,PPMZZFZYBXDSRH,CP 100356,Sigma-Aldrich,PZ0171-25MG,plated and available for follow-up,https://reframedb.org//compound_data/PPMZZFZYBXDSRH;qid=Q83030700
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,LSXUTRRVVSPWDZ,AT-406; xevinapant,Adooq Bioscience,A11163,plated and available for follow-up,https://reframedb.org//compound_data/LSXUTRRVVSPWDZ;qid=Q27074566
N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,QFFGVLORLPOAEC,Besivance; Besifloxacin,Sigma-Aldrich,MFCD14636632,plated and available for follow-up,https://reframedb.org//compound_data/QFFGVLORLPOAEC;qid=Q3638978
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,HWHLPVGTWGOCJO,trihexyphenidyl hydrochloride; Artane,Sigma-Aldrich,408163421,plated and available for follow-up,https://reframedb.org//compound_data/HWHLPVGTWGOCJO;qid=Q81988292
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,BMGQWWVMWDBQGC,midostaurin; Rydapt,Tocris,2992,plated and available for follow-up,https://reframedb.org//compound_data/BMGQWWVMWDBQGC;qid=Q6842945
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,XRQDFNLINLXZLB,Alpivab; peramivir,ChemDiv,H027-5110,plated and available for follow-up,https://reframedb.org//compound_data/XRQDFNLINLXZLB;qid=Q412734
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP,Triamterene; Dyrenium,Sigma-Aldrich,249451832,plated and available for follow-up,https://reframedb.org//compound_data/FNYLWPVRPXGIIP;qid=Q221520
CC(C)NCC(O)COc1ccccc1-n1cccc1,XVTVPGKWYHWYAD,CGP-361A; Isamoltan,Tocris,992,plated and available for follow-up,https://reframedb.org//compound_data/XVTVPGKWYHWYAD;qid=Q81984336
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,BOEGTKLJZSQCCD,Duricef; cefadroxil,Toronto Research Chemicals,C235750,plated and available for follow-up,https://reframedb.org//compound_data/BOEGTKLJZSQCCD;qid=Q27236413
N=C(N)NCc1cccc(I)c1,PDWUPXJEEYOOTR,Ultratrace MIBG; Azedra,Sigma-Aldrich,3574193463,plated and available for follow-up,https://reframedb.org//compound_data/PDWUPXJEEYOOTR;qid=Q3154058
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,VYVKHNNGDFVQGA,mebeverine hydrochloride; Colofac,Sigma-Aldrich,MFCD00083411,plated and available for follow-up,https://reframedb.org//compound_data/VYVKHNNGDFVQGA;qid=Q418167
NC[C@H]1CC[C@H](C(=O)O)CC1,GYDJEQRTZSCIOI,tranexamic acid; Amchafibrinl,TCI Europe,A0236,plated and available for follow-up,https://reframedb.org//compound_data/GYDJEQRTZSCIOI;qid=Q72509475
CCOC(=O)NNc1nncc2ccccc12,WGZDBVOTUVNQFP,Todralazine,Sigma-Aldrich,MFCD00057321,plated and available for follow-up,https://reframedb.org//compound_data/WGZDBVOTUVNQFP;qid=Q27166508
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,BOCUKUHCLICSIY,Cyclothiazide; Anhydron,Cayman Chemical,16335,plated and available for follow-up,https://reframedb.org//compound_data/BOCUKUHCLICSIY;qid=Q5199066
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL,Glipizide; Glucotrol,Sigma-Aldrich,127645791,plated and available for follow-up,https://reframedb.org//compound_data/ZJJXGWJIGJFDTL;qid=Q3108899
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,DKMFBWQBDIGMHM,Buronil; melperone,Tocris,2495,plated and available for follow-up,https://reframedb.org//compound_data/DKMFBWQBDIGMHM;qid=Q415972
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OBWASQILIWPZMG,Jardiance; Gibtulio,Astatech,41218,plated and available for follow-up,https://reframedb.org//compound_data/OBWASQILIWPZMG;qid=Q5373824
CN/C(=N\C#N)NCCSCc1nc[nH]c1C,AQIXAKUUQRKLND,Cimetidine; Tagamet,Sigma-Aldrich,3518477505,plated and available for follow-up,https://reframedb.org//compound_data/AQIXAKUUQRKLND;qid=Q409492
CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,NULMGOSOSZBEQL,Etilevodopa; levodopa ethyl ester,Sigma-Aldrich,SML0091,plated and available for follow-up,https://reframedb.org//compound_data/NULMGOSOSZBEQL;qid=Q5404593
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,OGSBUKJUDHAQEA,pralatrexate; PDX,MedChem Express,HY-10446,plated and available for follow-up,https://reframedb.org//compound_data/OGSBUKJUDHAQEA;qid=Q637059
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,ZDZOTLJHXYCWBA,Docetaxel injection; EmDOC,Enzo Life sciences,BML-T129-0005,plated but not available for follow-up,https://reframedb.org//compound_data/ZDZOTLJHXYCWBA;qid=Q82902942
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,FVWJYYTZTCVBKE,betulin; trochol; Betulin,MedChem Express,HY-N0083,plated and available for follow-up,https://reframedb.org//compound_data/FVWJYYTZTCVBKE;qid=Q419726
CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O,JSFATNQSLKRBCI,15(S)-HETE; icomucret,Aurum Pharmatech,U17724,plated and available for follow-up,https://reframedb.org//compound_data/JSFATNQSLKRBCI;qid=Q82187490
Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1,HWNUSGNZBAISFM,GLG-302,MedChem Express,HY-15146,plated and available for follow-up,https://reframedb.org//compound_data/HWNUSGNZBAISFM;qid=Q27163139
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,XQVVPGYIWAGRNI,BI 2536; BI-2536,Adooq Bioscience,A10134,plated and available for follow-up,https://reframedb.org//compound_data/XQVVPGYIWAGRNI;qid=Q27075215
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CNPVJJQCETWNEU,Vicriviroc; SCH-D,Chempartner,CBR-HVAC-05978,plated and available for follow-up,https://reframedb.org//compound_data/CNPVJJQCETWNEU;qid=Q3557001
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL,meclizine hydrochloride; Bonine,Enamine,Z53003552,plated and available for follow-up,https://reframedb.org//compound_data/OCJYIGYOJCODJL;qid=Q386441
Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS,Chloroxine,Enamine,T5752182,plated and available for follow-up,https://reframedb.org//compound_data/WDFKMLRRRCGAKS;qid=Q12029435
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL,stavudine; DTH,Sigma-Aldrich,110978280,plated and available for follow-up,https://reframedb.org//compound_data/XNKLLVCARDGLGL;qid=Q72465205
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV,Lasix; Furoscix,Sigma-Aldrich,110967013,plated and available for follow-up,https://reframedb.org//compound_data/ZZUFCTLCJUWOSV;qid=Q82871015
C[N+](C)(C)C[C@H](O)CC(=O)[O-],PHIQHXFUZVPYII,"Levocarnitine; levocarnitine, Sigma-Tau",Target Molecule Corp.,T0846,plated but not available for follow-up,https://reframedb.org//compound_data/PHIQHXFUZVPYII;qid=Q27122612
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,ANZXOIAKUNOVQU,Bambec; bambuterol hydrochloride,Sigma-Aldrich,MFCD00867036,plated and available for follow-up,https://reframedb.org//compound_data/ANZXOIAKUNOVQU;qid=Q3633651
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,KAAZGXDPUNNEFN,clotiapine; Entumin,Enzo Life sciences,BML-D108,plated and available for follow-up,https://reframedb.org//compound_data/KAAZGXDPUNNEFN;qid=Q3661095
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,ZKFQEACEUNWPMT,azelnidipine; Calblock,MedKoo Biosciences,326711,plated and available for follow-up,https://reframedb.org//compound_data/ZKFQEACEUNWPMT;qid=Q4832365
Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,QNAZTOHXCZPOSA,QRX-431; Sobetirome,MedChem Express,HY-14823,plated and available for follow-up,https://reframedb.org//compound_data/QNAZTOHXCZPOSA;qid=Q27088838
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF,HCTZ; Esidrex,Sigma-Aldrich,110973586,plated and available for follow-up,https://reframedb.org//compound_data/JZUFKLXOESDKRF;qid=Q83006205
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,VAZAPHZUAVEOMC,Acetyldinaline; Tacedinaline,MedChem Express,HY-50934,plated and available for follow-up,https://reframedb.org//compound_data/VAZAPHZUAVEOMC;qid=Q27088920
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,DZZWHBIBMUVIIW,sparfloxacin; Spara,Sigma-Aldrich,MFCD00869619,plated and available for follow-up,https://reframedb.org//compound_data/DZZWHBIBMUVIIW;qid=Q976559
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,SLVMESMUVMCQIY,Mesoridazine besylate,Santa Cruz,sc-201133,plated and available for follow-up,https://reframedb.org//compound_data/SLVMESMUVMCQIY;qid=Q6821618
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW,piperine,AK Scientific,V0140,plated and available for follow-up,https://reframedb.org//compound_data/MXXWOMGUGJBKIW;qid=Q5088510
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,NHTGHBARYWONDQ,Metyrosine; AMPT,Sigma-Aldrich,964517840,plated and available for follow-up,https://reframedb.org//compound_data/NHTGHBARYWONDQ;qid=Q6824116
CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,PMXCMJLOPOFPBT,Purvalanol A,Tocris,1580,plated and available for follow-up,https://reframedb.org//compound_data/PMXCMJLOPOFPBT;qid=Q27464217
Oc1ccc(Cl)cc1Cc1ccccc1,NCKMMSIFQUPKCK,Clorophene,Enamine,EN300-21338,plated and available for follow-up,https://reframedb.org//compound_data/NCKMMSIFQUPKCK;qid=Q82870966
Oc1ccc(OCc2ccccc2)cc1,VYQNWZOUAUKGHI,Monobenzone,AK Scientific,J91436,plated and available for follow-up,https://reframedb.org//compound_data/VYQNWZOUAUKGHI;qid=Q2768526
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,LZNWYQJJBLGYLT,tenoxicam; Liman,Combi Blocks,QA-5193,plated and available for follow-up,https://reframedb.org//compound_data/LZNWYQJJBLGYLT;qid=Q45050
O=C(O)/C=C/c1c[nH]cn1,LOIYMIARKYCTBW,Cis-UCA; ProtoCure,Sigma-Aldrich,110962701,plated and available for follow-up,https://reframedb.org//compound_data/LOIYMIARKYCTBW;qid=Q60998685
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,HTIQEAQVCYTUBX,Amlostin; AmVaz,Vitas-M,STL356053,plated and available for follow-up,https://reframedb.org//compound_data/HTIQEAQVCYTUBX;qid=Q82695845
N=c1nc(N2CCCCC2)cc(N)n1O,ZIMGGGWCDYVHOY,Minoximen; Loniten,Sigma-Aldrich,M4145,plated and available for follow-up,https://reframedb.org//compound_data/ZIMGGGWCDYVHOY;qid=Q106010438
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,OGSPWJRAVKPPFI,Alendronic Acid; AHBuBP,TCI Europe,A2120,plated and available for follow-up,https://reframedb.org//compound_data/OGSPWJRAVKPPFI;qid=Q420057
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,WDOGQTQEKVLZIJ,Fosbretabulin; Zybrestat,Astatech,FD18018,plated and available for follow-up,https://reframedb.org//compound_data/WDOGQTQEKVLZIJ;qid=Q5150956
CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,SZBGQDXLNMELTB,Taladegib; taladegib hydrochloride,Axon Medchem,2196,plated and available for follow-up,https://reframedb.org//compound_data/SZBGQDXLNMELTB;qid=Q27287564
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CYXKNKQEMFBLER,Pexsid; Perhexiline,(Kal) Sigma-Aldrich,MFCD00057329,plated and available for follow-up,https://reframedb.org//compound_data/CYXKNKQEMFBLER;qid=Q1232737
